Waterbody,Species,Date,Sample.code,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Length,Abundance,Biomass
Montana Creek,Dolly Varden, 2021-06-09,25,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,5,1,0.535896358
Montana Creek,Dolly Varden, 2021-06-09,25,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,2,0.242944461
Montana Creek,Dolly Varden, 2021-06-09,25,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,1,1.370588264
Montana Creek,Dolly Varden, 2021-06-09,25,Glossosomatidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,5,1,0.958003565
Montana Creek,Dolly Varden, 2021-06-09,26,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,8,1,2.531890714
Montana Creek,Dolly Varden, 2021-06-09,26,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.375929266
Montana Creek,Dolly Varden, 2021-06-09,26,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.5417696
Montana Creek,Dolly Varden, 2021-06-09,26,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2.5,1,0.019800744
Montana Creek,Dolly Varden, 2021-06-09,26,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2.5,2,0.039601488
Montana Creek,Dolly Varden, 2021-06-09,26,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-06-09,26,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,10,1,2.989752203
Montana Creek,Dolly Varden, 2021-06-09,26,Capniidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Capniidae,stoneflies,6,1,0.482858169
Montana Creek,Dolly Varden, 2021-06-15,16,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,9,1,0.565620514
Montana Creek,Dolly Varden, 2021-06-15,16,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,2,0.242944461
Montana Creek,Dolly Varden, 2021-06-15,16,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,1,0.23008122
Montana Creek,Dolly Varden, 2021-06-15,16,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,8,2,3.563304357
Montana Creek,Dolly Varden, 2021-06-15,16,Limnephilidae,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,17,1,16.25424036
Montana Creek,Dolly Varden, 2021-06-15,16,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Dolly Varden, 2021-06-15,16,Chilopoda,U,non-insect,Terrestrial,Arthropoda: Chilopoda,miscellaneous non-insect,x,centipedes,6,1,0.379510164
Montana Creek,Dolly Varden, 2021-06-15,16,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,10,1,0.416551982
Montana Creek,Dolly Varden, 2021-06-15,16,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,3,1,0.65230374
Montana Creek,Dolly Varden, 2021-06-15,17,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,7,1,1.204294056
Montana Creek,Dolly Varden, 2021-06-15,17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,2,0.063815889
Montana Creek,Dolly Varden, 2021-06-15,17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-06-15,17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Dolly Varden, 2021-06-15,17,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,5,1,0.521083892
Montana Creek,Dolly Varden, 2021-06-15,21,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-06-15,21,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,5,2,0.498812128
Montana Creek,Dolly Varden, 2021-06-15,21,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,6,2,0.570861989
Montana Creek,Dolly Varden, 2021-06-15,21,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,8,1,2.531890714
Montana Creek,Dolly Varden, 2021-06-15,21,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,6,1,0.856243648
Montana Creek,Dolly Varden, 2021-06-15,21,Lepidoptera,L,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,x,moths,4,1,0.288532266
Montana Creek,Dolly Varden, 2021-06-15,21,Mycetophilidae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,4,1,0.104396396
Montana Creek,Dolly Varden, 2021-06-15,21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Dolly Varden, 2021-06-15,21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,2,0.063815889
Montana Creek,Dolly Varden, 2021-06-15,21,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,11,1,1.796270704
Montana Creek,Dolly Varden, 2021-06-15,21,Brachycera,P,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,6,1,0.411489848
Montana Creek,Dolly Varden, 2021-06-15,27,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,4,1,0.194639506
Montana Creek,Dolly Varden, 2021-06-15,27,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5,1,0.325065883
Montana Creek,Dolly Varden, 2021-06-15,27,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Dolly Varden, 2021-06-15,27,Simuliidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,5,1,0.254465365
Montana Creek,Dolly Varden, 2021-06-15,27,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,10,1,0.416551982
Montana Creek,Dolly Varden, 2021-06-15,27,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,5,1,0.477246969
Montana Creek,Dolly Varden, 2021-06-15,27,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-06-15,28,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-06-15,28,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,1,0.23008122
Montana Creek,Dolly Varden, 2021-06-15,28,Capniidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Capniidae,stoneflies,4,1,0.170873131
Montana Creek,Dolly Varden, 2021-06-15,28,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2.5,1,0.141361926
Montana Creek,Dolly Varden, 2021-06-15,28,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-06-15,28,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,1,0.578378468
Montana Creek,Dolly Varden, 2021-06-15,28,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,20,1,0.695715057
Montana Creek,Dolly Varden, 2021-06-15,29,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,2,0.063815889
Montana Creek,Dolly Varden, 2021-06-15,29,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Dolly Varden, 2021-06-15,29,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,1,0.23008122
Montana Creek,Dolly Varden, 2021-06-15,29,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,20,1,0.695715057
Montana Creek,Dolly Varden, 2021-06-15,29,Leuctridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Leuctridae,stoneflies,2.5,1,0.0338187
Montana Creek,Dolly Varden, 2021-06-15,29,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,4,1,0.28374275
Montana Creek,Dolly Varden, 2021-06-15,30,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,5,1,2.739195353
Montana Creek,Dolly Varden, 2021-06-15,30,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5,1,0.325065883
Montana Creek,Dolly Varden, 2021-06-15,30,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5,1,0.325065883
Montana Creek,Dolly Varden, 2021-06-15,30,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,6,1,0.766262564
Montana Creek,Dolly Varden, 2021-06-15,30,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2.5,1,0.073850492
Montana Creek,Dolly Varden, 2021-06-15,33,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,9,1,2.302271927
Montana Creek,Dolly Varden, 2021-06-15,33,Coleoptera,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,x,beetles,3,1,0.049060679
Montana Creek,Dolly Varden, 2021-06-15,33,Mycetophilidae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,5,2,0.380712605
Montana Creek,Dolly Varden, 2021-06-15,33,Mycetophilidae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,6,2,0.621946704
Montana Creek,Dolly Varden, 2021-06-15,33,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-06-15,33,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.5417696
Montana Creek,Dolly Varden, 2021-06-15,33,Tipuloidea,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,7,1,1.204670612
Montana Creek,Dolly Varden, 2021-06-15,34,Copepoda,U,non-insect,Aquatic,Crustacea: Copepoda,x,x,copepods,0,0,0
Montana Creek,Dolly Varden, 2021-06-15,35,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,60,11,17.2541598
Montana Creek,Dolly Varden, 2021-06-15,35,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,11,1,7.620303902
Montana Creek,Dolly Varden, 2021-06-15,35,Pisces,U,Vertebrata,Marine.pisces,Vertebrata,x,x,fish larvae,30,1,60.29303151
Montana Creek,Dolly Varden, 2021-06-15,36,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,40,1,1.161966478
Montana Creek,Dolly Varden, 2021-06-15,36,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,4,5.482353057
Montana Creek,Dolly Varden, 2021-06-15,36,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,60,5,7.842799911
Montana Creek,Dolly Varden, 2021-06-15,36,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,15,1,0.562311205
Montana Creek,Dolly Varden, 2021-06-15,36,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Dolly Varden, 2021-06-15,39,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,2,2.741176529
Montana Creek,Dolly Varden, 2021-06-15,39,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Dolly Varden, 2021-06-15,39,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Dolly Varden, 2021-06-15,39,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-06-17,31,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,5,2,1.018138837
Montana Creek,Dolly Varden, 2021-06-17,37,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,5,1,0.509069418
Montana Creek,Dolly Varden, 2021-06-17,37,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,13,1,7.400411062
Montana Creek,Dolly Varden, 2021-06-17,40,Amphizoa,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Amphizoidae,trout stream beetles,8,1,3.269509377
Montana Creek,Dolly Varden, 2021-06-17,40,Tabanidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tabanidae,horse & deer flies,9,1,1.483926349
Montana Creek,Dolly Varden, 2021-06-17,40,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-06-17,40,Pisces,U,Vertebrata,Marine.pisces,Vertebrata,x,x,fish larvae,18,1,10.4017742
Montana Creek,Dolly Varden, 2021-06-17,43,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,5,1,0.495935385
Montana Creek,Dolly Varden, 2021-06-17,43,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,8,1,2.531890714
Montana Creek,Dolly Varden, 2021-06-17,44,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,5,1,0.509069418
Montana Creek,Dolly Varden, 2021-06-17,44,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,5,1,0.354430665
Montana Creek,Dolly Varden, 2021-06-17,48,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-06-17,48,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,7,1,1.595118013
Montana Creek,Dolly Varden, 2021-06-17,48,Oribatida,U,non-insect,Terrestrial,Arachnida: Acari,x,x,mites,1,1,0.053
Montana Creek,Dolly Varden, 2021-06-17,48,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,9,1,4.585720981
Montana Creek,Dolly Varden, 2021-06-17,48,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Dolly Varden, 2021-06-17,48,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,3,1,0.054656535
Montana Creek,Dolly Varden, 2021-06-17,48,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,20,1,0.695715057
Montana Creek,Dolly Varden, 2021-06-17,48,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,12,1,5.657220037
Montana Creek,Dolly Varden, 2021-06-17,48,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,2,1.156756936
Montana Creek,Dolly Varden, 2021-06-17,48,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,7,1,0.875046624
Montana Creek,Dolly Varden, 2021-06-17,48,Glossosomatidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,3,1,0.211416327
Montana Creek,Dolly Varden, 2021-06-17,48,Glossosomatidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,4,2,0.990232788
Montana Creek,Dolly Varden, 2021-06-17,48,Glossosomatidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,5,1,0.958003565
Montana Creek,Dolly Varden, 2021-06-17,48,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,1,1.501247506
Montana Creek,Dolly Varden, 2021-06-17,48,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,3,1,0.13221494
Montana Creek,Dolly Varden, 2021-06-17,48,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,1,0.038880971
Montana Creek,Dolly Varden, 2021-06-17,48,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,12,1.496858414
Montana Creek,Dolly Varden, 2021-06-17,48,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,6,1.711392384
Montana Creek,Dolly Varden, 2021-06-17,48,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,5,2.708848
Montana Creek,Dolly Varden, 2021-06-17,48,Blephariceridae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Blephariceridae,net-winged midges,3,3,0.747961473
Montana Creek,Dolly Varden, 2021-06-17,48,Blephariceridae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Blephariceridae,net-winged midges,4,2,1.285542058
Montana Creek,Dolly Varden, 2021-06-17,48,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,1,0.085034104
Montana Creek,Dolly Varden, 2021-06-17,48,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,2,0.460162439
Montana Creek,Dolly Varden, 2021-06-17,48,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,6,1,0.766262564
Montana Creek,Dolly Varden, 2021-06-17,48,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,2.5,1,0.070355545
Montana Creek,Dolly Varden, 2021-06-17,48,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,1,1.370588264
Montana Creek,Dolly Varden, 2021-06-17,49,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,2,1.156756936
Montana Creek,Dolly Varden, 2021-06-17,50,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3.5,1,0.047763768
Montana Creek,Dolly Varden, 2021-06-17,52,Perlodidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,6,2,5.333064001
Montana Creek,Dolly Varden, 2021-06-17,52,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,11,1,4.463412558
Montana Creek,Dolly Varden, 2021-06-17,52,Blephariceridae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Blephariceridae,net-winged midges,4,1,0.642771029
Montana Creek,Dolly Varden, 2021-06-17,52,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,1,1.501247506
Montana Creek,Dolly Varden, 2021-06-17,52,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,8,1,3.315382034
Montana Creek,Dolly Varden, 2021-06-17,52,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,9,1,4.585720981
Montana Creek,Dolly Varden, 2021-06-17,52,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,10,1,6.129481738
Montana Creek,Dolly Varden, 2021-06-17,52,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,1,0.578378468
Montana Creek,Dolly Varden, 2021-06-17,52,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3.5,1,0.14495361
Montana Creek,Dolly Varden, 2021-06-17,52,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,7,1,1.595118013
Montana Creek,Dolly Varden, 2021-06-17,52,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,6,2,2.490003551
Montana Creek,Dolly Varden, 2021-06-17,53,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1.5,1,0.005201197
Montana Creek,Dolly Varden, 2021-06-17,53,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,3,0.033127545
Montana Creek,Dolly Varden, 2021-06-17,53,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-06-17,53,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,2,0.063815889
Montana Creek,Dolly Varden, 2021-06-17,53,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,2,0.135485712
Montana Creek,Dolly Varden, 2021-06-17,53,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Dolly Varden, 2021-06-17,53,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Dolly Varden, 2021-06-17,53,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,8,1,1.874694396
Montana Creek,Dolly Varden, 2021-06-17,53,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,2,0.232823561
Montana Creek,Dolly Varden, 2021-06-17,53,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,2.5,1,0.082482054
Montana Creek,Dolly Varden, 2021-06-17,53,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,13,1,7.035501311
Montana Creek,Dolly Varden, 2021-06-21,1,Pisces,U,Vertebrata,Marine.pisces,Vertebrata,x,x,fish larvae,31,1,67.49230044
Montana Creek,Dolly Varden, 2021-06-21,1,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,6,1,0.517090839
Montana Creek,Dolly Varden, 2021-06-21,1,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,10,1,1.391227001
Montana Creek,Dolly Varden, 2021-06-21,1,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,30,1,0.939158588
Montana Creek,Dolly Varden, 2021-06-21,1,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,40,3,3.485899435
Montana Creek,Dolly Varden, 2021-06-21,1,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,65,1,1.664275
Montana Creek,Dolly Varden, 2021-06-21,3,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,1,0.038880971
Montana Creek,Dolly Varden, 2021-06-21,3,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-06-21,3,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-06-21,3,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,1,41.98282412
Montana Creek,Dolly Varden, 2021-06-21,4,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,20,1,0.695715057
Montana Creek,Dolly Varden, 2021-06-21,4,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,6,1,0.856243648
Montana Creek,Dolly Varden, 2021-06-21,4,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-06-21,4,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-06-21,4,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,6,1,0.195746645
Montana Creek,Dolly Varden, 2021-06-21,4,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,5,2,1.018138837
Montana Creek,Dolly Varden, 2021-06-21,4,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,6,1,0.842267989
Montana Creek,Dolly Varden, 2021-06-21,23,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-06-21,23,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,6,1,4.571335817
