Fish_ID_comp,Date,Fish_ID_day,Trap,Habitat,PIT_tag,Species,FL,TL,Weight,Diet,Fin Clip,Pink_Salmon_pres_abs
333,6/15/2021,29,7,Main_Side,NA,Dolly Varden,48,50,0.9,Y,N,0
334,6/15/2021,30,7,Main_Side,NA,Dolly Varden,58,60,2,Y,N,0
335,6/15/2021,31,7,Main_Side,NA,Coho,52,56,1.4,Y,N,0
336,6/15/2021,32,7,Main_Side,NA,Coho,69,75,4,Y,N,0
337,6/15/2021,33,7,Main_Side,NA,Dolly Varden,54,56,1.6,Y,N,0
338,6/15/2021,34,7,Main_Side,NA,Dolly Varden,55,57,1.7,Y,N,0
339,6/15/2021,35,8,Main_Side,NA,Dolly Varden,122,130,21.5,Y,N,0
340,6/15/2021,36,8,Main_Side,NA,Dolly Varden,124,132,23.2,Y,N,0
341,6/15/2021,37,8,Main_Side,NA,Sculpin,NA,89,8.4,Y,N,0
342,6/15/2021,38,8,Main_Side,NA,Dolly Varden,86,90,7.3,N,N,0
343,6/15/2021,39,8,Main_Side,NA,Dolly Varden,92,97,8.2,Y,N,0
344,6/15/2021,40,8,Main_Side,NA,Dolly Varden,79,83,5.8,N,N,0
345,6/15/2021,41,8,Main_Side,NA,Dolly Varden,76,79,4.4,N,N,0
346,6/17/2021,1,1,Main_Side,NA,Coho,33,34,0.3,N,N,0
347,6/17/2021,2,1,Main_Side,NA,Coho,33,34,0.3,N,N,0
348,6/17/2021,3,1,Main_Side,NA,Coho,38,40,0.5,N,N,0
349,6/17/2021,4,1,Main_Side,NA,Coho,34,35,0.4,N,N,0
350,6/17/2021,5,1,Main_Side,NA,Coho,32,33,0.3,N,N,0
351,6/17/2021,6,1,Main_Side,NA,Coho,35,36,0.3,N,N,0
352,6/17/2021,7,1,Main_Side,NA,Coho,35,36,0.4,N,N,0
353,6/17/2021,8,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
354,6/17/2021,9,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
355,6/17/2021,10,1,Main_Side,NA,Coho,32,33,0.3,N,N,0
356,6/17/2021,11,1,Main_Side,NA,Coho,35,36,0.4,N,N,0
357,6/17/2021,12,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
358,6/17/2021,13,1,Main_Side,NA,Coho,35,36,0.3,N,N,0
359,6/17/2021,14,1,Main_Side,NA,Coho,32,32,0.2,N,N,0
360,6/17/2021,15,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
361,6/17/2021,16,1,Main_Side,NA,Coho,34,35,0.2,N,N,0
362,6/17/2021,17,1,Main_Side,NA,Coho,33,34,0.2,N,N,0
363,6/17/2021,18,1,Main_Side,NA,Coho,35,36,0.3,N,N,0
364,6/17/2021,19,1,Main_Side,NA,Coho,32,32,0.2,N,N,0
365,6/17/2021,20,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
366,6/17/2021,21,1,Main_Side,NA,Coho,32,32,0.2,N,N,0
367,6/17/2021,22,1,Main_Side,NA,Coho,32,33,0.2,N,N,0
368,6/17/2021,23,1,Main_Side,NA,Coho,32,32,0.2,N,N,0
369,6/17/2021,24,1,Main_Side,NA,Coho,69,75,3.4,Y,N,0
370,6/17/2021,25,1,Main_Side,NA,Coho,52,56,1.5,Y,N,0
371,6/17/2021,26,1,Main_Side,NA,Coho,59,64,2.1,Y,N,0
372,6/17/2021,27,2,Main_Side,NA,Cutthroat/Steelhead,87,92,6.7,Y,N,0
373,6/17/2021,28,2,Main_Side,NA,Cutthroat/Steelhead,100,106,9.8,Y,N,0
374,6/17/2021,29,3,Main_Side,NA,Coho,59,64,2.5,Y,N,0
375,6/17/2021,30,3,Main_Side,NA,Coho,67,73,3.3,Y,N,0
376,6/17/2021,31,3,Main_Side,NA,Dolly Varden,102,106,7.8,Y,N,0
377,6/17/2021,32,3,Main_Side,NA,Coho,59,65,2.4,Y,N,0
378,6/17/2021,33,3,Main_Side,NA,Coho,70,76,4.1,Y,N,0
379,6/17/2021,34,3,Main_Side,NA,Cutthroat/Steelhead,92,97,7.7,Y,N,0
380,6/17/2021,35,3,Main_Side,NA,Coho,76,83,5.7,Y,N,0
381,6/17/2021,36,3,Main_Side,NA,Coho,80,86,6.1,Y,N,0
382,6/17/2021,37,3,Main_Side,NA,Dolly Varden,76,80,4.7,Y,N,0
383,6/17/2021,38,3,Main_Side,NA,Coho,73,78,4.1,Y,N,0
384,6/17/2021,39,3,Main_Side,NA,Coho,77,83,5.3,Y,N,0
385,6/17/2021,40,3,Main_Side,NA,Dolly Varden,111,118,13.6,Y,N,0
386,6/17/2021,41,3,Main_Side,NA,Coho,63,68,3.5,Y,N,0
387,6/17/2021,42,3,Main_Side,NA,Coho,70,75,4.7,N,N,0
388,6/17/2021,43,3,Main_Side,NA,Dolly Varden,55,58,1.9,Y,N,0
389,6/17/2021,44,3,Main_Side,NA,Dolly Varden,91,96,6.8,Y,N,0
390,6/17/2021,45,3,Main_Side,NA,Coho,69,74,3.8,N,N,0
391,6/17/2021,46,3,Main_Side,NA,Coho,62,67,3,N,N,0
392,6/17/2021,47,3,Main_Side,NA,Cutthroat/Steelhead,104,110,10.8,Y,N,0
393,6/17/2021,48,3,Main_Side,NA,Dolly Varden,86,90,7,Y,N,0
394,6/17/2021,49,3,Main_Side,NA,Dolly Varden,87,92,6.2,Y,N,0
395,6/17/2021,50,3,Main_Side,NA,Dolly Varden,58,61,1.8,Y,N,0
396,6/17/2021,51,3,Main_Side,NA,Cutthroat/Steelhead,94,104,8.3,Y,N,0
397,6/17/2021,52,3,Main_Side,NA,Dolly Varden,90,95,7.8,Y,N,0
398,6/17/2021,53,3,Main_Side,NA,Dolly Varden,86,90,6,Y,N,0
399,6/17/2021,54,3,Main_Side,NA,Dolly Varden,62,65,2.4,N,N,0
400,6/17/2021,55,3,Main_Side,NA,Dolly Varden,53,55,1.6,N,N,0
401,6/17/2021,56,3,Main_Side,NA,Dolly Varden,86,90,7,N,N,0
402,6/17/2021,57,3,Main_Side,NA,Coho,51,55,1.5,N,N,0
403,6/17/2021,58,3,Main_Side,NA,Dolly Varden,77,81,4.6,N,N,0
404,6/17/2021,59,3,Main_Side,NA,Dolly Varden,47,49,0.8,N,N,0
405,6/17/2021,60,3,Main_Side,NA,Dolly Varden,56,58,1.3,N,N,0
406,6/17/2021,61,3,Main_Side,NA,Coho,60,64,2.4,N,N,0
407,6/17/2021,62,3,Main_Side,NA,Dolly Varden,55,57,1.5,N,N,0
408,6/17/2021,63,4,Main_Side,NA,Cutthroat/Steelhead,50,51,0.9,N,N,0
409,6/17/2021,64,4,Main_Side,NA,Coho,33,35,0.1,N,N,0
410,6/17/2021,65,4,Main_Side,NA,Coho,33,34,0.3,N,N,0
411,6/17/2021,66,5,Main_Side,NA,Dolly Varden,105,111,12.2,N,N,0
412,6/17/2021,67,5,Main_Side,NA,Cutthroat/Steelhead,107,112,12.6,N,N,0
413,6/17/2021,68,5,Main_Side,NA,Dolly Varden,112,120,14,N,N,0
414,6/17/2021,69,5,Main_Side,NA,Dolly Varden,98,103,8.8,N,N,0
415,6/17/2021,70,5,Main_Side,NA,Coho,74,79,5.1,N,N,0
416,6/17/2021,71,5,Main_Side,NA,Dolly Varden,65,68,2.8,N,N,0
417,6/17/2021,72,5,Main_Side,NA,Coho,62,67,2.7,N,N,0
418,6/17/2021,73,5,Main_Side,NA,Coho,60,64,2.1,N,N,0
419,6/17/2021,74,5,Main_Side,NA,Dolly Varden,95,100,8.8,N,N,0
420,6/17/2021,75,6,Main_Side,NA,Cutthroat/Steelhead,81,86,5.4,N,N,0
421,6/17/2021,76,6,Main_Side,NA,Dolly Varden,87,91,6.7,N,N,0
422,6/17/2021,77,7,Seep,NA,Coho,65,70,3.3,Y,N,0
423,6/17/2021,78,7,Seep,NA,Coho,68,73,3.4,Y,N,0
424,6/17/2021,79,7,Seep,NA,Dolly Varden,52,54,1.3,N,N,0
425,6/17/2021,80,7,Seep,NA,Dolly Varden,54,55,1.6,N,N,0
426,6/17/2021,81,7,Seep,NA,Dolly Varden,50,52,1.2,N,N,0
427,6/17/2021,82,7,Seep,NA,Dolly Varden,50,52,1.6,N,N,0
428,6/17/2021,83,7,Seep,NA,Dolly Varden,47,48,1.1,N,N,0
429,6/17/2021,84,7,Seep,NA,Coho,52,56,1.8,Y,N,0
430,6/17/2021,85,7,Seep,NA,Coho,64,69,3.2,Y,N,0
431,6/17/2021,86,7,Seep,NA,Coho,60,65,2.5,Y,N,0
432,6/17/2021,87,7,Seep,NA,Coho,65,70,3.1,Y,N,0
433,6/17/2021,88,7,Seep,NA,Coho,71,75,3.4,Y,N,0
434,6/17/2021,89,7,Seep,NA,Coho,62,67,2.6,Y,N,0
435,6/17/2021,90,7,Seep,NA,Coho,66,71,3.3,Y,N,0
436,6/17/2021,91,7,Seep,NA,Coho,56,60,1.7,Y,N,0
437,6/21/2021,1,3,Main_Side,NA,Dolly Varden,99,105,12.6,Y,N,0
438,6/21/2021,2,3,Main_Side,NA,Coho,61,66,3,Y,N,0
439,6/21/2021,3,3,Main_Side,NA,Dolly Varden,61,63,2.4,Y,N,0
440,6/21/2021,4,3,Main_Side,NA,Dolly Varden,48,50,0.7,Y,N,0
441,6/21/2021,5,3,Main_Side,NA,Coho,34,35,0.4,N,N,0
442,6/21/2021,6,3,Main_Side,NA,Coho,34,35,0.3,N,N,0
443,6/21/2021,7,3,Main_Side,NA,Coho,38,40,0.4,N,N,0
444,6/21/2021,8,3,Main_Side,NA,Coho,35,36,0.3,N,N,0
445,6/21/2021,9,3,Main_Side,NA,Coho,35,36,0.4,N,N,0
446,6/21/2021,10,3,Main_Side,NA,Coho,36,37,0.3,N,N,0
447,6/21/2021,11,3,Main_Side,NA,Coho,33,34,0.3,N,N,0
448,6/21/2021,12,3,Main_Side,NA,Coho,36,37,0.3,N,N,0
449,6/21/2021,13,3,Main_Side,NA,Coho,36,37,0.3,N,N,0
450,6/21/2021,14,3,Main_Side,NA,Coho,35,36,0.3,N,N,0
451,6/21/2021,15,3,Main_Side,NA,Coho,37,38,0.4,N,N,0
452,6/21/2021,16,3,Main_Side,NA,Coho,32,33,0.3,N,N,0
453,6/21/2021,17,3,Main_Side,NA,Coho,32,32,0.2,N,N,0
454,6/21/2021,18,3,Main_Side,NA,Coho,36,37,0.4,N,N,0
455,6/21/2021,19,3,Main_Side,NA,Coho,35,36,0.3,N,N,0
456,6/21/2021,20,2,Main_Side,NA,Coho,69,74,3.7,Y,N,0
457,6/21/2021,21,2,Main_Side,NA,Cutthroat,96,101,9.3,N,N,0
458,6/21/2021,22,2,Main_Side,NA,Coho,72,78,4.7,Y,N,0
459,6/21/2021,23,2,Main_Side,NA,Dolly Varden,82,92,6.5,Y,N,0
460,6/21/2021,24,2,Main_Side,NA,Coho,67,72,3.7,Y,N,0
461,6/21/2021,25,2,Main_Side,NA,Dolly Varden,72,77,3.9,Y,N,0
462,6/21/2021,26,2,Main_Side,NA,Coho,61,66,2.8,Y,N,0
463,6/21/2021,27,2,Main_Side,NA,Dolly Varden,50,52,1.6,Y,N,0
464,6/21/2021,28,2,Main_Side,NA,Coho,74,80,4.9,Y,N,0
465,6/21/2021,29,2,Main_Side,NA,Coho,59,63,2.7,Y,N,0
466,6/21/2021,30,2,Main_Side,NA,Dolly Varden,59,61,2,Y,N,0
467,6/21/2021,31,2,Main_Side,NA,Cutthroat/Steelhead,59,61,2.3,N,N,0
468,6/21/2021,32,2,Main_Side,NA,Coho,57,61,3.1,Y,N,0
469,6/21/2021,33,2,Main_Side,NA,Coho,63,67,3.2,Y,N,0
470,6/21/2021,34,2,Main_Side,NA,Coho,72,78,4.5,Y,N,0
471,6/21/2021,35,2,Main_Side,NA,Dolly Varden,92,96,8.7,Y,N,0
472,6/21/2021,36,2,Main_Side,NA,Dolly Varden,77,81,5.1,Y,N,0
473,6/21/2021,37,2,Main_Side,NA,Dolly Varden,87,91,8,Y,N,0
474,6/21/2021,38,2,Main_Side,NA,Coho,74,80,5.5,N,N,0
475,6/21/2021,39,2,Main_Side,NA,Coho,73,78,4.5,N,N,0
476,6/21/2021,40,2,Main_Side,NA,Coho,59,63,2.9,N,N,0
477,6/21/2021,41,2,Main_Side,NA,Dolly Varden,58,60,1.7,N,N,0
478,6/21/2021,42,2,Main_Side,NA,Sculpin,NA,86,8.2,N,N,0
479,6/21/2021,43,1,Main_Side,NA,Coho,57,62,2.1,N,N,0
480,6/21/2021,44,1,Main_Side,NA,Coho,54,57,2,N,N,0
481,6/21/2021,45,1,Main_Side,NA,Coho,58,62,2.5,N,N,0
482,6/21/2021,46,1,Main_Side,NA,Coho,60,64,2.5,N,N,0
483,6/21/2021,47,1,Main_Side,NA,Coho,74,80,4.9,N,N,0
484,6/21/2021,48,1,Main_Side,NA,Coho,34,36,0.3,N,N,0
485,6/21/2021,49,1,Main_Side,NA,Coho,36,37,0.3,N,N,0
486,6/21/2021,50,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
487,6/21/2021,51,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
488,6/21/2021,52,1,Main_Side,NA,Coho,35,37,0.4,N,N,0
489,6/21/2021,53,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
490,6/21/2021,54,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
491,6/21/2021,55,1,Main_Side,NA,Coho,33,34,0.3,N,N,0
492,6/21/2021,56,1,Main_Side,NA,Coho,35,36,0.3,N,N,0
493,6/21/2021,57,4,Seep,NA,Coho,63,67,3.4,Y,N,0
494,6/21/2021,58,4,Seep,NA,Coho,64,69,2.8,Y,N,0
495,6/21/2021,59,4,Seep,NA,Coho,55,59,2.2,Y,N,0
496,6/21/2021,60,4,Seep,NA,Coho,55,59,2.1,Y,N,0
497,6/21/2021,61,4,Seep,NA,Coho,65,70,2.9,Y,N,0
498,6/21/2021,62,4,Seep,NA,Dolly Varden,48,50,1.2,N,N,0
499,6/21/2021,63,4,Seep,NA,Dolly Varden,42,43,1.1,N,N,0
500,6/24/2021,1,1,Seep,E0CCF2D,Coho,72,77,4.3,Y,N,0
501,6/24/2021,2,1,Seep,NA,Coho,63,68,2.7,Y,N,0
502,6/24/2021,3,1,Seep,NA,Coho,34,35,0.3,N,N,0
503,6/24/2021,4,1,Seep,NA,Coho,35,36,0.3,N,N,0
504,6/24/2021,5,1,Seep,NA,Coho,34,35,0.3,N,N,0
505,6/24/2021,6,1,Seep,NA,Coho,35,36,0.3,N,N,0
506,6/24/2021,7,1,Seep,NA,Coho,38,39,0.7,N,N,0
507,6/24/2021,8,1,Seep,NA,Coho,42,44,0.8,Y,N,0
508,6/24/2021,9,1,Seep,NA,Coho,40,42,0.7,Y,N,0
509,6/24/2021,10,1,Seep,NA,Coho,38,40,0.4,N,N,0
510,6/24/2021,11,1,Seep,NA,Coho,34,35,0.3,N,N,0
511,6/24/2021,12,1,Seep,NA,Coho,31,32,0.4,N,N,0
512,6/24/2021,13,1,Seep,NA,Coho,35,37,0.4,N,N,0
513,6/24/2021,14,1,Seep,NA,Coho,35,36,0.4,N,N,0
514,6/24/2021,15,1,Seep,NA,Coho,34,35,0.3,N,N,0
515,6/24/2021,16,1,Seep,NA,Coho,36,37,0.4,N,N,0
516,6/24/2021,17,1,Seep,NA,Coho,34,35,0.3,N,N,0
517,6/24/2021,18,1,Seep,NA,Coho,36,37,0.3,N,N,0
518,6/24/2021,19,1,Seep,NA,Coho,38,39,0.5,N,N,0
519,6/24/2021,20,1,Seep,NA,Cutthroat/Steelhead,49,51,1,N,N,0
520,6/24/2021,21,1,Seep,NA,Coho,35,36,0.4,N,N,0
521,6/24/2021,22,1,Seep,NA,Coho,36,37,0.4,N,N,0
522,6/24/2021,23,1,Seep,NA,Coho,35,36,0.4,N,N,0
523,6/24/2021,24,1,Seep,NA,Coho,31,32,0.3,N,N,0
524,6/24/2021,25,1,Seep,NA,Coho,32,33,0.3,N,N,0
525,6/24/2021,26,1,Seep,NA,Coho,32,33,0.3,N,N,0
526,6/24/2021,27,1,Seep,NA,Coho,34,35,0.4,N,N,0
527,6/24/2021,28,1,Seep,NA,Coho,34,35,0.3,N,N,0
528,6/24/2021,29,1,Seep,NA,Coho,34,35,0.4,N,N,0
529,6/24/2021,30,2,Main_Side,NA,Coho,36,38,0.4,N,N,0
530,6/24/2021,31,2,Main_Side,NA,Coho,36,37,0.4,Y,N,0
531,6/24/2021,32,2,Main_Side,NA,Coho,54,57,1.8,Y,N,0
532,6/24/2021,33,4,Main_Side,NA,Coho,64,69,3.1,Y,N,0
533,6/24/2021,34,4,Main_Side,E0CCF4C,Dolly Varden,99,106,10.6,Y,N,0
534,6/24/2021,35,4,Main_Side,NA,Coho,35,37,0.4,N,N,0
535,6/24/2021,36,4,Main_Side,NA,Coho,36,37,0.4,N,N,0
536,6/24/2021,37,4,Main_Side,NA,Coho,37,39,0.5,N,N,0
537,6/24/2021,38,4,Main_Side,NA,Coho,36,37,0.4,N,N,0
538,6/24/2021,39,4,Main_Side,NA,Coho,34,35,0.3,N,N,0
539,6/24/2021,40,4,Main_Side,NA,Coho,34,35,0.4,N,N,0
540,6/24/2021,41,4,Main_Side,NA,Coho,35,36,0.3,N,N,0
541,6/24/2021,42,4,Main_Side,NA,Coho,36,37,0.4,N,N,0
542,6/24/2021,43,4,Main_Side,NA,Coho,35,37,0.4,N,N,0
543,6/24/2021,44,4,Main_Side,NA,Coho,33,34,0.4,N,N,0
544,6/24/2021,45,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
545,6/24/2021,46,4,Main_Side,NA,Coho,36,37,0.4,N,N,0
546,6/24/2021,47,4,Main_Side,NA,Coho,33,34,0.3,N,N,0
547,6/24/2021,48,4,Main_Side,NA,Dolly Varden,NA,32,0.4,N,N,0
548,6/24/2021,49,4,Main_Side,NA,Coho,35,37,0.4,N,N,0
549,6/24/2021,50,4,Main_Side,NA,Coho,37,38,0.5,N,N,0
550,6/24/2021,51,4,Main_Side,NA,Dolly Varden,NA,32,0.5,N,N,0
551,6/24/2021,52,4,Main_Side,NA,Coho,36,37,0.4,N,N,0
552,6/24/2021,53,4,Main_Side,NA,Coho,36,37,0.4,N,N,0
553,6/24/2021,54,4,Main_Side,NA,Coho,34,35,0.4,N,N,0
554,6/24/2021,55,4,Main_Side,NA,Dolly Varden,NA,28,0.2,N,N,0
555,6/24/2021,56,4,Main_Side,NA,Dolly Varden,NA,26,0.1,N,N,0
556,6/24/2021,57,5,Main_Side,E0CCEFB,Coho,82,90,7.1,Y,N,0
557,6/24/2021,58,5,Main_Side,E0CCF4A,Dolly Varden,99,107,11.2,Y,N,0
558,6/24/2021,59,5,Main_Side,NA,Cutthroat/Steelhead,105,110,10.7,Y,N,0
559,6/24/2021,60,5,Main_Side,NA,Coho,64,69,2.7,Y,N,0
560,6/24/2021,61,5,Main_Side,NA,Coho,35,36,0.4,N,N,0
561,6/24/2021,62,5,Main_Side,NA,Coho,35,37,0.4,N,N,0
562,6/24/2021,63,5,Main_Side,NA,Coho,36,38,0.4,N,N,0
563,6/24/2021,64,5,Main_Side,NA,Coho,34,35,0.3,N,N,0
564,6/24/2021,65,5,Main_Side,NA,Coho,37,38,0.5,N,N,0
565,6/24/2021,66,5,Main_Side,NA,Coho,35,36,0.3,N,N,0
566,6/24/2021,67,5,Main_Side,NA,Coho,36,37,0.4,N,N,0
567,6/24/2021,68,5,Main_Side,NA,Coho,34,35,0.4,N,N,0
568,6/24/2021,69,6,Main_Side,NA,Coho,45,47,1.2,Y,N,0
569,6/24/2021,70,6,Main_Side,NA,Coho,64,69,2.9,Y,N,0
570,6/24/2021,71,6,Main_Side,NA,Coho,35,36,0.3,N,N,0
571,6/24/2021,72,6,Main_Side,NA,Coho,46,49,1.2,Y,N,0
572,6/24/2021,73,6,Main_Side,NA,Coho,42,44,1,Y,N,0
573,6/24/2021,74,6,Main_Side,NA,Coho,40,42,0.5,N,N,0
574,6/24/2021,75,6,Main_Side,NA,Coho,38,39,0.5,N,N,0
575,6/24/2021,76,6,Main_Side,NA,Coho,37,38,0.4,N,N,0
576,6/24/2021,77,6,Main_Side,NA,Coho,37,38,0.5,N,N,0
577,6/24/2021,78,6,Main_Side,NA,Coho,35,37,0.4,N,N,0
578,6/24/2021,79,6,Main_Side,NA,Coho,35,36,0.4,N,N,0
579,6/24/2021,80,6,Main_Side,NA,Coho,40,42,0.7,N,N,0
580,6/24/2021,81,6,Main_Side,NA,Coho,35,36,0.4,N,N,0
581,6/24/2021,82,6,Main_Side,NA,Coho,35,36,0.3,N,N,0
582,6/24/2021,83,6,Main_Side,NA,Coho,36,37,0.4,N,N,0
583,6/24/2021,84,6,Main_Side,NA,Coho,35,36,0.4,N,N,0
584,6/24/2021,85,6,Main_Side,NA,Dolly Varden,NA,29,0.2,N,N,0
585,6/24/2021,86,8,Seep,NA,Dolly Varden,59,61,2.2,Y,N,0
586,6/24/2021,87,8,Seep,NA,Cutthroat/Steelhead,45,47,0.9,Y,N,0
587,6/30/2021,1,1,Main_Side,NA,Coho,36,38,0.4,N,N,0
588,6/30/2021,2,1,Main_Side,NA,Dolly Varden,61,64,2.6,Y,N,0
589,6/30/2021,3,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
590,6/30/2021,4,1,Main_Side,NA,Coho,33,34,0.4,N,N,0
591,6/30/2021,5,1,Main_Side,NA,Coho,37,39,0.4,N,N,0
592,6/30/2021,6,1,Main_Side,NA,Coho,36,38,0.5,N,N,0
593,6/30/2021,7,1,Main_Side,NA,Coho,36,38,0.4,N,N,0
594,6/30/2021,8,1,Main_Side,NA,Coho,34,35,0.4,N,N,0
595,6/30/2021,9,1,Main_Side,NA,Coho,34,35,0.4,N,N,0
596,6/30/2021,10,1,Main_Side,NA,Coho,40,42,0.5,N,N,0
597,6/30/2021,11,1,Main_Side,NA,Coho,37,39,0.5,N,N,0
598,6/30/2021,12,1,Main_Side,NA,Coho,34,36,0.4,N,N,0
599,6/30/2021,13,1,Main_Side,NA,Coho,37,38,0.5,N,N,0
600,6/30/2021,14,1,Main_Side,NA,Coho,39,40,0.6,N,N,0
601,6/30/2021,15,1,Main_Side,NA,Coho,35,37,0.4,N,N,0
602,6/30/2021,16,1,Main_Side,NA,Coho,37,39,0.5,N,N,0
603,6/30/2021,17,1,Main_Side,NA,Coho,35,36,0.4,N,N,0
604,6/30/2021,18,1,Main_Side,NA,Coho,42,45,0.9,Y,N,0
605,6/30/2021,19,1,Main_Side,E0CCF3D,Coho,68,73,3.4,Y,N,0
606,6/30/2021,20,1,Main_Side,NA,Dolly Varden,57,60,1.5,Y,N,0
607,6/30/2021,21,1,Main_Side,E0CCF4F,Dolly Varden,92,97,7.7,Y,N,0
608,6/30/2021,22,2,Main_Side,NA,Dolly Varden,95,100,8.9,Y,N,0
609,6/30/2021,23,2,Main_Side,E0CCF00,Coho,67,72,3.6,Y,N,0
610,6/30/2021,24,2,Main_Side,NA,Cutthroat,115,118,13.9,Y,N,0
611,6/30/2021,25,2,Main_Side,E0CCF58,Dolly Varden,91,95,6.3,Y,N,0
612,6/30/2021,26,2,Main_Side,E0CCF06,Coho,78,84,5.1,Y,N,0
613,6/30/2021,27,2,Main_Side,NA,Coho,61,65,2.6,Y,N,0
614,6/30/2021,28,2,Main_Side,E0CCF18,Coho,72,77,4.3,Y,N,0
615,6/30/2021,29,2,Main_Side,E0CCEF7,Coho,72,77,4.4,Y,N,0
616,6/30/2021,30,2,Main_Side,NA,Coho,79,84,5.2,Y,N,0
617,6/30/2021,31,2,Main_Side,NA,Coho,68,73,3.1,Y,N,0
618,6/30/2021,32,2,Main_Side,E0CCF2E,Coho,80,85,5.8,Y,N,0
619,6/30/2021,33,2,Main_Side,NA,Cutthroat,138,145,24,Y,N,0
620,6/30/2021,34,2,Main_Side,E0CCF51,Coho,70,75,3.9,Y,N,0
621,6/30/2021,35,2,Main_Side,E0CCF41,Coho,82,87,6.2,Y,N,0
622,6/30/2021,36,2,Main_Side,NA,Dolly Varden,94,99,7.8,Y,N,0
623,6/30/2021,37,2,Main_Side,E0CCF01,Coho,80,86,6.3,Y,N,0
624,6/30/2021,38,2,Main_Side,E0CCF46,Coho,81,86,6.1,N,N,0
625,6/30/2021,39,2,Main_Side,E0CCF52,Dolly Varden,92,96,7.4,Y,N,0
626,6/30/2021,40,2,Main_Side,E0CCF32,Dolly Varden,88,92,6.4,Y,N,0
627,6/30/2021,41,2,Main_Side,NA,Coho,70,75,3.6,N,N,0
628,6/30/2021,42,2,Main_Side,E0CCEF8,Dolly Varden,91,95,7.4,Y,N,0
629,6/30/2021,43,2,Main_Side,E0CCF35,Dolly Varden,85,90,6.1,Y,N,0
630,6/30/2021,44,2,Main_Side,NA,Dolly Varden,76,80,4.3,Y,N,0
631,6/30/2021,45,2,Main_Side,NA,Coho,64,68,2.7,N,N,0
632,6/30/2021,46,2,Main_Side,NA,Coho,63,67,2.7,N,N,0
633,6/30/2021,47,2,Main_Side,E0CCF08,Coho,73,78,4.6,N,N,0
634,6/30/2021,48,2,Main_Side,E0CCF27,Dolly Varden,88,92,6.6,Y,N,0
635,6/30/2021,49,3,Seep,NA,Coho,61,66,2.9,Y,N,0
636,6/30/2021,50,3,Seep,NA,Coho,64,69,3.2,Y,N,0
637,6/30/2021,51,3,Seep,NA,Coho,61,65,2.9,Y,N,0
638,6/30/2021,52,5,Main_Side,NA,Coho,35,36,0.5,N,N,0
639,6/30/2021,53,5,Main_Side,NA,Coho,37,39,0.5,N,N,0
640,6/30/2021,54,5,Main_Side,NA,Coho,34,35,0.3,N,N,0
641,6/30/2021,55,5,Main_Side,NA,Coho,36,38,0.5,N,N,0
642,6/30/2021,56,5,Main_Side,NA,Coho,35,36,0.4,N,N,0
643,6/30/2021,57,5,Main_Side,NA,Coho,36,37,0.5,N,N,0
644,6/30/2021,58,5,Main_Side,NA,Coho,36,37,0.4,N,N,0
645,6/30/2021,59,5,Main_Side,NA,Coho,32,33,0.3,N,N,0
646,6/30/2021,60,5,Main_Side,NA,Coho,37,39,0.5,N,N,0
647,6/30/2021,61,5,Main_Side,NA,Coho,33,34,0.3,N,N,0
648,6/30/2021,62,5,Main_Side,NA,Coho,34,35,0.3,N,N,0
649,6/30/2021,63,5,Main_Side,NA,Coho,37,39,0.4,N,N,0
650,6/30/2021,64,5,Main_Side,NA,Coho,35,37,0.5,N,N,0
651,6/30/2021,65,5,Main_Side,NA,Coho,34,35,0.3,N,N,0
652,6/30/2021,66,5,Main_Side,NA,Coho,33,34,0.4,N,N,0
653,6/30/2021,67,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
654,6/30/2021,68,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
655,6/30/2021,69,4,Main_Side,NA,Coho,37,38,0.5,N,N,0
656,6/30/2021,70,4,Main_Side,NA,Coho,38,39,0.6,N,N,0
657,6/30/2021,71,4,Main_Side,NA,Coho,33,34,0.3,N,N,0
658,6/30/2021,72,4,Main_Side,NA,Coho,35,37,0.4,N,N,0
659,6/30/2021,73,4,Main_Side,NA,Coho,37,39,0.6,N,N,0
660,6/30/2021,74,4,Main_Side,NA,Coho,35,37,0.4,N,N,0
661,6/30/2021,75,4,Main_Side,NA,Coho,35,36,0.3,N,N,0
662,6/30/2021,76,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
663,6/30/2021,77,4,Main_Side,NA,Coho,35,36,0.3,N,N,0
664,6/30/2021,78,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
665,6/30/2021,79,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
666,6/30/2021,80,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
667,6/30/2021,81,4,Main_Side,NA,Coho,34,35,0.3,N,N,0
