Waterbody,Habitat,Fish.species,Sample.code,Date,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Length,Abundance,Biomass
Montana Creek,Mainstem,Coho,#22, 2021-06-15,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,2,0.177702162
Montana Creek,Mainstem,Coho,#22, 2021-06-15,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,4,2,0.61488001
Montana Creek,Mainstem,Coho,#22, 2021-06-15,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Mainstem,Coho,#22, 2021-06-15,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Mainstem,Coho,#22, 2021-06-15,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Mainstem,Coho,#22, 2021-06-15,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,3,1,0.088541011
Montana Creek,Mainstem,Coho,#22, 2021-06-15,Diptera,A,insect,Aquatic,Arthropoda: Insecta,Diptera,,,3,1,0.47902042
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,3,1,0.170898769
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8,1,0.353147223
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2,1,0.072855168
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,2,0.0048
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,5,1,0.521083892
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,7,1,1.303048011
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,12,1,0.476719951
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Isopoda (terrestrial),U,non-insect,Terrestrial,Crustacea: Isopoda,x,x,sow and pill bugs,2,1,0.09117063
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Hymenoptera sawflies,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,sawfly wasps,5,1,2.409073758
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Simuliidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,1,0.881524093
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,2,1,0.208837998
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,1,0.038880971
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.088851081
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,3,1,0.088541011
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Simuliidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,3,1,0.054656535
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Mainstem,Coho,#23, 2021-06-15,Trichoptera,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,5,1,0.540211555
Montana Creek,Mainstem,Coho,#25, 2021-06-15,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,6,1,0.856243648
Montana Creek,Mainstem,Coho,#25, 2021-06-15,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,1,0.0134
Montana Creek,Mainstem,Coho,#25, 2021-06-15,Diptera,A,insect,Aquatic,Arthropoda: Insecta,Diptera,,,5,1,1.519610204
Montana Creek,Mainstem,Coho,#25, 2021-06-15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,3,0.116642914
Montana Creek,Mainstem,Coho,#25, 2021-06-15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,9,2,5.871554277
Montana Creek,Mainstem,Coho,#25, 2021-06-15,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.088851081
Montana Creek,Mainstem,Coho,#25, 2021-06-15,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,2,0.063815889
Montana Creek,Mainstem,Coho,#25, 2021-06-15,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Mainstem,Coho,#25, 2021-06-15,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,1,0.0024
Montana Creek,Mainstem,Coho,#25, 2021-06-15,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Mainstem,Coho,#25, 2021-06-15,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,12,1,0.476719951
Montana Creek,Mainstem,Coho,#26, 2021-06-15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1,3,0.0159
Montana Creek,Mainstem,Coho,#26, 2021-06-15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,4,0.155523886
Montana Creek,Mainstem,Coho,#26, 2021-06-15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,3,0.374214604
Montana Creek,Mainstem,Coho,#26, 2021-06-15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Mainstem,Coho,#26, 2021-06-15,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,2,0.063815889
Montana Creek,Mainstem,Coho,#26, 2021-06-15,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,17,1,0.616881019
Montana Creek,Mainstem,Coho,#26, 2021-06-15,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,14,1,0.534323102
Montana Creek,Mainstem,Coho,#26, 2021-06-15,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,4,3,0.851228249
Montana Creek,Mainstem,Coho,#26, 2021-06-15,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,2,1,0.208837998
Montana Creek,Mainstem,Coho,#31, 2021-06-15,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,2,0.063815889
Montana Creek,Mainstem,Coho,#31, 2021-06-15,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,3,0.203228568
Montana Creek,Mainstem,Coho,#31, 2021-06-15,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Mainstem,Coho,#31, 2021-06-15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,2,0.249476402
Montana Creek,Mainstem,Coho,#31, 2021-06-15,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,4,3,0.922320016
Montana Creek,Mainstem,Coho,#31, 2021-06-15,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2,1,0.072855168
Montana Creek,Mainstem,Coho,#31, 2021-06-15,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,1,0.0024
Montana Creek,Mainstem,Coho,#31, 2021-06-15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.5417696
Montana Creek,Mainstem,Coho,#31, 2021-06-15,Trichoptera,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,5,1,0.540211555
Montana Creek,Mainstem,Coho,#31, 2021-06-15,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.375929266
Montana Creek,Mainstem,Coho,#31, 2021-06-15,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,4,1,0.28374275
Montana Creek,Mainstem,Coho,#32, 2021-06-15,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,4,2,0.61488001
Montana Creek,Mainstem,Coho,#32, 2021-06-15,Calyptratae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,5,1,0.25680083
Montana Creek,Mainstem,Coho,#32, 2021-06-15,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,1,0.194811102
Montana Creek,Mainstem,Coho,#32, 2021-06-15,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,4,1,0.21144314
Montana Creek,Mainstem,Coho,#32, 2021-06-15,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Mainstem,Coho,#32, 2021-06-15,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,45,1,1.267787501
Montana Creek,Mainstem,Coho,#32, 2021-06-15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Mainstem,Coho,#32, 2021-06-15,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,7,1,0.319920268
Montana Creek,Mainstem,Coho,#32, 2021-06-15,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8,1,0.353147223
Montana Creek,Mainstem,Coho,#32, 2021-06-15,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.088851081
Montana Creek,Mainstem,Coho,#24, 2021-06-17,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,15,1,0.562311205
Montana Creek,Mainstem,Coho,#24, 2021-06-17,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,1,0.0024
Montana Creek,Mainstem,Coho,#24, 2021-06-17,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,6,2,0.707377914
Montana Creek,Mainstem,Coho,#24, 2021-06-17,Isopoda (terrestrial),U,non-insect,Terrestrial,Crustacea: Isopoda,x,x,sow and pill bugs,6,1,2.934662233
Montana Creek,Mainstem,Coho,#25, 2021-06-17,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.206589681
Montana Creek,Mainstem,Coho,#25, 2021-06-17,Baetidae,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.770128768
Montana Creek,Mainstem,Coho,#26, 2021-06-17,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Mainstem,Coho,#26, 2021-06-17,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,23,1,0.771521094
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2,3,0.197476194
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,8,1.558488813
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1,1,0.0108
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,2,0.445087796
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1,2,0.0106
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,7,0.2721668
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,5,0.623691006
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,2,0.570464128
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,1,0.0018
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,7,0.077297606
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,4,0.127631778
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,2,0.135485712
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Blephariceridae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Blephariceridae,net-winged midges,1,1,0.0067
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Blephariceridae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Blephariceridae,net-winged midges,3,1,0.249320491
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Blephariceridae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Blephariceridae,net-winged midges,4,1,0.642771029
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Blephariceridae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Blephariceridae,net-winged midges,5,1,1.339936005
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,1,1,0.0065
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,3,1,0.088541011
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,3,1,0.054656535
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,1,1,0.0056
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,2,3,0.113960443
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Glossosomatidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,4,1,0.495116394
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Capniidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Capniidae,stoneflies,3,1,0.081767503
Montana Creek,Mainstem/Side Channel,Coho,#29, 2021-06-17,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,4,1,0.194639506
Montana Creek,Mainstem/Side Channel,Coho,#30, 2021-06-17,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,5,2,1.018138837
Montana Creek,Mainstem/Side Channel,Coho,#30, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,2,0.249476402
Montana Creek,Mainstem/Side Channel,Coho,#30, 2021-06-17,Blephariceridae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Blephariceridae,net-winged midges,3,1,0.249320491
Montana Creek,Mainstem/Side Channel,Coho,#30, 2021-06-17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Mainstem/Side Channel,Coho,#30, 2021-06-17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Mainstem/Side Channel,Coho,#30, 2021-06-17,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,1,0.194811102
Montana Creek,Mainstem/Side Channel,Coho,#30, 2021-06-17,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,1,0.116411781
Montana Creek,Mainstem/Side Channel,Coho,#32, 2021-06-17,Stylommatophora,U,non-insect,Terrestrial,Mollusca: Gastropoda,x,x,land slugs,14,1,14.79764387
Montana Creek,Mainstem/Side Channel,Coho,#32, 2021-06-17,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,2,1,0.055231849
Montana Creek,Mainstem/Side Channel,Coho,#32, 2021-06-17,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,4,1,0.308137087
Montana Creek,Mainstem/Side Channel,Coho,#32, 2021-06-17,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Mainstem/Side Channel,Coho,#32, 2021-06-17,Blephariceridae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Blephariceridae,net-winged midges,3,1,0.249320491
Montana Creek,Mainstem/Side Channel,Coho,#32, 2021-06-17,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Mainstem/Side Channel,Coho,#32, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Mainstem/Side Channel,Coho,#32, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,6,1,0.208542918
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1,2,0.0106
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,16,0.622095543
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,11,1.372120213
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,3,0.855696192
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,2,0.02208503
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,2,1,0.01612246
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,1,0.129966861
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,4,2,0.61488001
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,5,1,0.477246969
Montana Creek,Mainstem/Side Channel,Coho,#33, 2021-06-17,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2,1,0.065825398
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,4,1,0.28374275
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,8,1,1.874694396
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2,4,0.291420672
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,4,0.890175593
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,6,2.948819719
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,4,3.634520634
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,6,0.191447667
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,4,0.270971424
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,5,0.194404857
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,26,3.243193231
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,8,2.281856512
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,2,1.0835392
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Leptophlebiidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,4,3,0.583918519
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,3,0.033127545
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Capniidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Capniidae,stoneflies,5,1,0.302661536
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,4,1,0.278369714
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,2,0.259933722
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,7,1.363677712
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,1,0.420677962
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,6,1,1.245001775
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,6,1,0.353688957
Montana Creek,Mainstem/Side Channel,Coho,#35, 2021-06-17,Blephariceridae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Blephariceridae,net-winged midges,3,2,0.498640982
